PdfType: error
Format: lhagrid1
FluxType: Regge
FluxParams: "A = 1, alpha0 = 1.11302, alphaP = 0, B0 = 7"
---
1.000000e-05 1.068506e-05 1.141705e-05 1.219919e-05 1.303491e-05 1.392788e-05 1.488202e-05 1.590153e-05 1.699088e-05 1.815486e-05 1.939857e-05 2.072749e-05 2.214745e-05 2.366468e-05 2.528586e-05 2.701809e-05 2.886899e-05 3.084669e-05 3.295988e-05 3.521783e-05 3.763046e-05 4.020838e-05 4.296289e-05 4.590611e-05 4.905096e-05 5.241124e-05 5.600173e-05 5.983819e-05 6.393746e-05 6.831756e-05 7.299773e-05 7.799851e-05 8.334188e-05 8.905130e-05 9.515186e-05 1.016703e-04 1.086354e-04 1.160775e-04 1.240296e-04 1.325263e-04 1.416052e-04 1.513060e-04 1.616714e-04 1.727468e-04 1.845810e-04 1.972259e-04 2.107371e-04 2.251739e-04 2.405996e-04 2.570822e-04 2.746938e-04 2.935120e-04 3.136194e-04 3.351042e-04 3.580608e-04 3.825902e-04 4.087999e-04 4.368052e-04 4.667290e-04 4.987027e-04 5.328669e-04 5.693714e-04 6.083768e-04 6.500543e-04 6.945869e-04 7.421703e-04 7.930135e-04 8.473397e-04 9.053876e-04 9.674121e-04 1.033686e-03 1.104499e-03 1.180164e-03 1.261013e-03 1.347400e-03 1.439705e-03 1.538333e-03 1.643718e-03 1.756323e-03 1.876641e-03 2.005203e-03 2.142571e-03 2.289350e-03 2.446184e-03 2.613763e-03 2.792821e-03 2.984147e-03 3.188579e-03 3.407015e-03 3.640417e-03 3.889807e-03 4.156282e-03 4.441013e-03 4.745249e-03 5.070327e-03 5.417675e-03 5.788818e-03 6.185387e-03 6.609124e-03 7.061889e-03 7.545671e-03 8.062595e-03 8.614931e-03 9.205106e-03 9.835711e-03 1.050952e-02 1.122948e-02 1.199877e-02 1.282076e-02 1.369906e-02 1.463752e-02 1.564028e-02 1.671174e-02 1.785659e-02 1.907988e-02 2.038696e-02 2.178359e-02 2.327590e-02 2.487044e-02 2.657421e-02 2.839471e-02 3.033992e-02 3.241838e-02 3.463924e-02 3.701224e-02 3.954780e-02 4.225706e-02 4.515192e-02 4.824510e-02 5.155018e-02 5.508168e-02 5.885511e-02 6.288704e-02 6.719518e-02 7.179846e-02 7.671708e-02 8.197267e-02 8.758829e-02 9.358862e-02 1.000000e-01 1.064286e-01 1.128571e-01 1.192857e-01 1.257143e-01 1.321429e-01 1.385714e-01 1.450000e-01 1.514286e-01 1.578571e-01 1.642857e-01 1.707143e-01 1.771429e-01 1.835714e-01 1.900000e-01 1.964286e-01 2.028571e-01 2.092857e-01 2.157143e-01 2.221429e-01 2.285714e-01 2.350000e-01 2.414286e-01 2.478571e-01 2.542857e-01 2.607143e-01 2.671429e-01 2.735714e-01 2.800000e-01 2.864286e-01 2.928571e-01 2.992857e-01 3.057143e-01 3.121429e-01 3.185714e-01 3.250000e-01 3.314286e-01 3.378571e-01 3.442857e-01 3.507143e-01 3.571429e-01 3.635714e-01 3.700000e-01 3.764286e-01 3.828571e-01 3.892857e-01 3.957143e-01 4.021429e-01 4.085714e-01 4.150000e-01 4.214286e-01 4.278571e-01 4.342857e-01 4.407143e-01 4.471429e-01 4.535714e-01 4.600000e-01 4.664286e-01 4.728571e-01 4.792857e-01 4.857143e-01 4.921429e-01 4.985714e-01 5.050000e-01 5.114286e-01 5.178571e-01 5.242857e-01 5.307143e-01 5.371429e-01 5.435714e-01 5.500000e-01 5.564286e-01 5.628571e-01 5.692857e-01 5.757143e-01 5.821429e-01 5.885714e-01 5.950000e-01 6.014286e-01 6.078571e-01 6.142857e-01 6.207143e-01 6.271429e-01 6.335714e-01 6.400000e-01 6.464286e-01 6.528571e-01 6.592857e-01 6.657143e-01 6.721429e-01 6.785714e-01 6.850000e-01 6.914286e-01 6.978571e-01 7.042857e-01 7.107143e-01 7.171429e-01 7.235714e-01 7.300000e-01 7.364286e-01 7.428571e-01 7.492857e-01 7.557143e-01 7.621429e-01 7.685714e-01 7.750000e-01 7.814286e-01 7.878571e-01 7.942857e-01 8.007143e-01 8.071429e-01 8.135714e-01 8.200000e-01 8.264286e-01 8.328571e-01 8.392857e-01 8.457143e-01 8.521429e-01 8.585714e-01 8.650000e-01 8.714286e-01 8.778571e-01 8.842857e-01 8.907143e-01 8.971429e-01 9.035714e-01 9.100000e-01 9.164286e-01 9.228571e-01 9.292857e-01 9.357143e-01 9.421429e-01 9.485714e-01 9.550000e-01 9.614286e-01 9.678571e-01 9.742857e-01 9.807143e-01 9.871429e-01 9.935714e-01 1.000000e+00 
1.341641e+00 1.350000e+00 
 -5 -4 -3 -2 -1  1  2  3  4  5  21
0.000000e+00 0.000000e+00 9.305736e-08 9.305736e-08 9.305736e-08 9.305736e-08 9.305736e-08 9.305736e-08 0.000000e+00 0.000000e+00 1.950276e+00
0.000000e+00 0.000000e+00 1.404863e-03 1.404863e-03 1.404863e-03 1.404863e-03 1.404863e-03 1.404863e-03 0.000000e+00 0.000000e+00 1.983160e+00
0.000000e+00 0.000000e+00 1.010240e-07 1.010240e-07 1.010240e-07 1.010240e-07 1.010240e-07 1.010240e-07 0.000000e+00 0.000000e+00 1.929065e+00
0.000000e+00 0.000000e+00 1.387445e-03 1.387445e-03 1.387445e-03 1.387445e-03 1.387445e-03 1.387445e-03 0.000000e+00 0.000000e+00 1.961539e+00
0.000000e+00 0.000000e+00 1.096727e-07 1.096727e-07 1.096727e-07 1.096727e-07 1.096727e-07 1.096727e-07 0.000000e+00 0.000000e+00 1.908086e+00
0.000000e+00 0.000000e+00 1.370217e-03 1.370217e-03 1.370217e-03 1.370217e-03 1.370217e-03 1.370217e-03 0.000000e+00 0.000000e+00 1.940154e+00
0.000000e+00 0.000000e+00 1.190619e-07 1.190619e-07 1.190619e-07 1.190619e-07 1.190619e-07 1.190619e-07 0.000000e+00 0.000000e+00 1.887335e+00
0.000000e+00 0.000000e+00 1.353178e-03 1.353178e-03 1.353178e-03 1.353178e-03 1.353178e-03 1.353178e-03 0.000000e+00 0.000000e+00 1.919001e+00
0.000000e+00 0.000000e+00 1.292548e-07 1.292548e-07 1.292548e-07 1.292548e-07 1.292548e-07 1.292548e-07 0.000000e+00 0.000000e+00 1.866809e+00
0.000000e+00 0.000000e+00 1.336325e-03 1.336325e-03 1.336325e-03 1.336325e-03 1.336325e-03 1.336325e-03 0.000000e+00 0.000000e+00 1.898078e+00
0.000000e+00 0.000000e+00 1.403203e-07 1.403203e-07 1.403203e-07 1.403203e-07 1.403203e-07 1.403203e-07 0.000000e+00 0.000000e+00 1.846507e+00
0.000000e+00 0.000000e+00 1.319656e-03 1.319656e-03 1.319656e-03 1.319656e-03 1.319656e-03 1.319656e-03 0.000000e+00 0.000000e+00 1.877383e+00
0.000000e+00 0.000000e+00 1.523332e-07 1.523332e-07 1.523332e-07 1.523332e-07 1.523332e-07 1.523332e-07 0.000000e+00 0.000000e+00 1.826425e+00
0.000000e+00 0.000000e+00 1.303169e-03 1.303169e-03 1.303169e-03 1.303169e-03 1.303169e-03 1.303169e-03 0.000000e+00 0.000000e+00 1.856913e+00
0.000000e+00 0.000000e+00 1.653744e-07 1.653744e-07 1.653744e-07 1.653744e-07 1.653744e-07 1.653744e-07 0.000000e+00 0.000000e+00 1.806562e+00
0.000000e+00 0.000000e+00 1.286863e-03 1.286863e-03 1.286863e-03 1.286863e-03 1.286863e-03 1.286863e-03 0.000000e+00 0.000000e+00 1.836665e+00
0.000000e+00 0.000000e+00 1.795322e-07 1.795322e-07 1.795322e-07 1.795322e-07 1.795322e-07 1.795322e-07 0.000000e+00 0.000000e+00 1.786915e+00
0.000000e+00 0.000000e+00 1.270736e-03 1.270736e-03 1.270736e-03 1.270736e-03 1.270736e-03 1.270736e-03 0.000000e+00 0.000000e+00 1.816638e+00
0.000000e+00 0.000000e+00 1.949019e-07 1.949019e-07 1.949019e-07 1.949019e-07 1.949019e-07 1.949019e-07 0.000000e+00 0.000000e+00 1.767482e+00
0.000000e+00 0.000000e+00 1.254785e-03 1.254785e-03 1.254785e-03 1.254785e-03 1.254785e-03 1.254785e-03 0.000000e+00 0.000000e+00 1.796829e+00
0.000000e+00 0.000000e+00 2.115875e-07 2.115875e-07 2.115875e-07 2.115875e-07 2.115875e-07 2.115875e-07 0.000000e+00 0.000000e+00 1.748260e+00
0.000000e+00 0.000000e+00 1.239009e-03 1.239009e-03 1.239009e-03 1.239009e-03 1.239009e-03 1.239009e-03 0.000000e+00 0.000000e+00 1.777235e+00
0.000000e+00 0.000000e+00 2.297016e-07 2.297016e-07 2.297016e-07 2.297016e-07 2.297016e-07 2.297016e-07 0.000000e+00 0.000000e+00 1.729247e+00
0.000000e+00 0.000000e+00 1.223407e-03 1.223407e-03 1.223407e-03 1.223407e-03 1.223407e-03 1.223407e-03 0.000000e+00 0.000000e+00 1.757854e+00
0.000000e+00 0.000000e+00 2.493663e-07 2.493663e-07 2.493663e-07 2.493663e-07 2.493663e-07 2.493663e-07 0.000000e+00 0.000000e+00 1.710441e+00
0.000000e+00 0.000000e+00 1.207976e-03 1.207976e-03 1.207976e-03 1.207976e-03 1.207976e-03 1.207976e-03 0.000000e+00 0.000000e+00 1.738684e+00
